AccountId,Account_TxnCount,Account_AvgAmount,Account_StdAmount,Account_MinAmount,Account_MaxAmount,Account_AmountRange
AccountId_1072,1,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_1073,16,382.58928571428567,88.85969794213428,357.1428571428571,714.2857142857142,357.1428571428571
AccountId_1074,20,-357.1428571428571,0.0,-357.1428571428571,-357.1428571428571,0.0
AccountId_1075,25,289.2857142857143,363.8506973086251,35.714285714285715,1428.5714285714284,1392.8571428571427
AccountId_1077,1,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_1078,1,71.42857142857143,0.0,71.42857142857143,71.42857142857143,0.0
AccountId_1080,22,220.9415584415584,137.10040201060391,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1081,2,267.85714285714283,126.26906806902633,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1082,1,714.2857142857142,0.0,714.2857142857142,714.2857142857142,0.0
AccountId_1083,25,232.08999999999997,323.25686333607445,20.107142857142858,1035.7142857142856,1015.6071428571427
AccountId_1084,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1085,2,25.89285714285714,11.364216126212368,17.857142857142858,33.92857142857142,16.071428571428566
AccountId_1086,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1087,6,303.57142857142856,83.75742428256125,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1088,2,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1089,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_109,5,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1090,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1092,5,78.57142857142857,58.684559732696364,35.714285714285715,178.57142857142856,142.85714285714283
AccountId_1093,3,41.666666666666664,20.619652471058064,17.857142857142858,53.57142857142857,35.71428571428571
AccountId_1094,17,1043.2773109243699,1869.4858894884435,35.714285714285715,5357.142857142857,5321.428571428572
AccountId_1095,6,369.04761904761904,698.1815544635916,17.857142857142858,1785.7142857142856,1767.8571428571427
AccountId_1096,11,63.96103896103896,103.37980481954347,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1097,7,127.55102040816325,119.97934710515149,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1098,7,109.6938775510204,90.13204329414188,35.714285714285715,250.0,214.28571428571428
AccountId_1099,9,321.4285714285714,81.83170883849712,178.57142857142856,392.8571428571428,214.28571428571422
AccountId_11,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_110,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1100,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1103,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1104,1,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_1105,24,100.44642857142857,103.0281989680917,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1108,2,285.71428571428567,101.01525445522104,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_111,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1110,5,315.71428571428567,81.85508598762095,178.57142857142856,382.1428571428571,203.57142857142856
AccountId_1111,11,1310.5974025974026,946.6444989652399,178.57142857142856,2500.0,2321.4285714285716
AccountId_1115,51,196.20728291316524,128.41417387508594,3.571428571428571,358.9285714285714,355.35714285714283
AccountId_1117,1,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_1118,5,121.42857142857142,152.7803545443388,35.714285714285715,392.8571428571428,357.14285714285705
AccountId_1119,6,89.58333333333333,131.0788080185528,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1120,41,113.7883275261324,105.43956049673739,17.857142857142858,359.6428571428571,341.7857142857143
AccountId_1121,2,285.71428571428567,101.01525445522104,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_1122,4,232.14285714285714,161.70330603816814,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1123,22,245.1298701298701,133.6512796285094,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1124,11,81.16883116883116,111.04892869365027,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1125,8,133.92857142857142,115.33320974956443,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1126,5,78.96428571428571,47.06100849331815,17.857142857142858,126.96428571428572,109.10714285714286
AccountId_1127,5,28.571428571428573,15.971914124998497,17.857142857142858,53.57142857142857,35.71428571428571
AccountId_1128,17,264.70588235294116,120.32642115949272,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1129,3,369.047619047619,20.619652471058043,357.1428571428571,392.8571428571428,35.714285714285666
AccountId_113,3,53.57142857142858,30.92947870658709,17.857142857142858,71.42857142857143,53.57142857142857
AccountId_1130,8,29.017857142857146,18.94036021035395,17.857142857142858,71.42857142857143,53.57142857142857
AccountId_1131,3,309.52380952380946,82.47860988423224,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_1132,6,535.7142857142857,276.641667586244,178.57142857142856,714.2857142857142,535.7142857142857
AccountId_1133,3,357.1428571428571,309.29478706587093,178.57142857142856,714.2857142857142,535.7142857142857
AccountId_1135,2,62.5,63.134534034513166,17.857142857142858,107.14285714285714,89.28571428571428
AccountId_1137,18,188.4920634920635,404.9523773291065,17.857142857142858,1785.7142857142856,1767.8571428571427
AccountId_1138,3,130.95238095238093,82.47860988423223,35.714285714285715,178.57142857142856,142.85714285714283
AccountId_1139,1,1785.7142857142856,0.0,1785.7142857142856,1785.7142857142856,0.0
AccountId_114,11,344.15584415584414,55.953532271474295,178.57142857142856,392.8571428571428,214.28571428571422
AccountId_1141,2,80.35714285714286,88.38834764831844,17.857142857142858,142.85714285714286,125.0
AccountId_1142,6,238.09523809523807,92.21388919541468,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1144,3,309.52380952380946,82.47860988423224,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_1145,1,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_1146,43,257.43355481727576,761.2039649703147,17.857142857142858,3625.0,3607.1428571428573
AccountId_1147,5,792.8571428571428,1553.9613632157482,71.42857142857143,3571.428571428571,3499.9999999999995
AccountId_1148,73,112.62230919765165,166.9757786042991,17.857142857142858,714.2857142857142,696.4285714285713
AccountId_1149,1,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_115,3,282.1428571428571,374.28503271475563,60.71428571428571,714.2857142857142,653.5714285714286
AccountId_1150,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1151,16,225.44642857142856,143.12994785435058,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1152,11,262.8051948051948,117.97027185585344,18.392857142857142,357.1428571428571,338.74999999999994
AccountId_1153,55,143.18181818181816,170.88797136214762,17.857142857142858,714.2857142857142,696.4285714285713
AccountId_1154,2,89.28571428571429,75.7614408414158,35.714285714285715,142.85714285714286,107.14285714285714
AccountId_1155,23,210.24844720496893,148.50954141490038,35.714285714285715,535.7142857142857,499.99999999999994
AccountId_1156,3,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_1157,6,32.142857142857146,12.371791482634839,17.857142857142858,50.0,32.14285714285714
AccountId_1158,48,112.05357142857143,102.55799382429649,17.857142857142858,392.8571428571428,374.99999999999994
AccountId_1159,4,241.07142857142856,158.71775745206406,35.714285714285715,375.0,339.2857142857143
AccountId_1160,10,107.14285714285714,113.4767999504045,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1161,2,267.85714285714283,126.26906806902633,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1163,14,303.8265306122449,82.16631635527649,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1164,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1166,12,834.375,2012.0471645375876,28.57142857142857,7142.857142857142,7114.285714285714
AccountId_1167,3,190.47619047619045,144.33756729740642,107.14285714285714,357.1428571428571,249.99999999999997
AccountId_1168,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1169,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1171,3,154.76190476190473,206.19652471058058,35.714285714285715,392.8571428571428,357.14285714285705
AccountId_1172,19,53.7593984962406,47.71528495844609,17.857142857142858,178.57142857142856,160.7142857142857
AccountId_1174,1,107.14285714285714,0.0,107.14285714285714,107.14285714285714,0.0
AccountId_1175,13,1646.9093406593406,2732.1687920732716,34.82142857142857,6428.571428571428,6393.75
AccountId_1176,65,81.31868131868131,224.27850700605828,17.857142857142858,1785.7142857142856,1767.8571428571427
AccountId_1178,7,307207.8979591836,118211.29012912113,39137.85714285714,352857.14285714284,313719.2857142857
AccountId_118,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1180,19,216.67481203007517,92.18156171137952,35.714285714285715,357.1785714285714,321.46428571428567
AccountId_1181,11,279.2207792207792,114.97357928328422,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1182,3,297.6190476190476,103.0982623552903,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1183,23,138.8198757763975,115.60873988274047,17.857142857142858,535.7142857142857,517.8571428571428
AccountId_1184,3,190.47619047619045,153.95853757592334,53.57142857142857,357.1428571428571,303.57142857142856
AccountId_1185,3,309.52380952380946,82.47860988423224,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_1187,38,231.01503759398494,570.7670551173762,17.857142857142858,2142.8571428571427,2125.0
AccountId_1188,32,447.2098214285714,156.7252892993274,357.1428571428571,714.2857142857142,357.1428571428571
AccountId_1189,30,128.0952380952381,105.04821675897762,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1192,10,271.42857142857144,121.34684457925721,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1196,16,74.77678571428571,66.56627751888405,17.857142857142858,178.57142857142856,160.7142857142857
AccountId_1199,18,299.6031746031746,84.10506999255581,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_12,34,277.19432773109247,1098.023578457694,17.857142857142858,6428.571428571428,6410.714285714285
AccountId_120,20,130.35714285714286,58.25399955382621,35.714285714285715,214.28571428571428,178.57142857142856
AccountId_1202,3,309.52380952380946,82.47860988423224,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_1203,1,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_1205,12,109.40476190476191,109.52835017879187,35.714285714285715,428.57142857142856,392.85714285714283
AccountId_1206,9,242.06349206349205,189.6372895484999,35.714285714285715,535.7142857142857,499.99999999999994
AccountId_1207,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1208,3,11910.714285714284,10299.516409293501,17.857142857142858,17857.142857142855,17839.285714285714
AccountId_1209,9,95.63492063492063,109.69835987256218,3.571428571428571,357.1428571428571,353.57142857142856
AccountId_121,4,687.5,34.193825277012046,642.8571428571428,714.2857142857142,71.42857142857144
AccountId_1210,1,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_1211,6,211.30952380952377,130.9388521150131,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1212,1,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_1213,9,301.58730158730157,83.96866654563026,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1214,3,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_1216,61,157.00117096018732,394.6031008830229,0.7142857142857142,2857.142857142857,2856.428571428571
AccountId_1217,2,98.21428571428571,113.6421612621237,17.857142857142858,178.57142857142856,160.7142857142857
AccountId_1218,8,446.4285714285714,165.32501781652704,357.1428571428571,714.2857142857142,357.1428571428571
AccountId_1219,12,375.0,51.64277182008721,357.1428571428571,535.7142857142857,178.57142857142856
AccountId_122,31,91.58986175115207,145.41328735259282,17.857142857142858,714.2857142857142,696.4285714285713
AccountId_1220,4,53.57142857142857,23.690177073967146,21.428571428571427,71.42857142857143,50.0
AccountId_1221,11,100.64935064935065,109.2859264916028,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_1223,5,64.28571428571428,0.0,64.28571428571428,64.28571428571428,0.0
AccountId_1224,37,240.15444015444012,400.01275968647997,28.57142857142857,1785.7142857142856,1757.1428571428569
AccountId_1227,9,76.5873015873016,57.17385072171724,28.57142857142857,178.57142857142856,150.0
AccountId_1228,20,237.49999999999994,632.4369563516971,17.857142857142858,2857.142857142857,2839.285714285714
AccountId_1230,6,273.8095238095238,136.7753011080483,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1232,7,387.75510204081627,66.58765969541462,357.1428571428571,535.7142857142857,178.57142857142856
AccountId_1233,72,215.90277777777774,148.7697461926647,17.857142857142858,464.2857142857143,446.42857142857144
AccountId_1234,2,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1235,1,1785.7142857142856,0.0,1785.7142857142856,1785.7142857142856,0.0
AccountId_1237,2,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1239,1,21.428571428571427,0.0,21.428571428571427,21.428571428571427,0.0
AccountId_124,19,283.8345864661654,103.42332336897982,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1240,46,3286.4906832298134,14699.779968756104,35.714285714285715,71428.57142857142,71392.85714285713
AccountId_1242,17,141.1764705882353,190.9341865550488,17.857142857142858,500.0,482.14285714285717
AccountId_1243,1,64.28571428571428,0.0,64.28571428571428,64.28571428571428,0.0
AccountId_1246,9,81.34920634920634,58.62415358211966,17.857142857142858,178.57142857142856,160.7142857142857
AccountId_1247,3,23.80952380952381,10.309826235529032,17.857142857142858,35.714285714285715,17.857142857142858
AccountId_1248,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1249,3,297.6190476190476,103.0982623552903,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_125,2,267.85714285714283,126.26906806902633,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1250,1,714.2857142857142,0.0,714.2857142857142,714.2857142857142,0.0
AccountId_1251,13,277.4725274725275,111.18739749916517,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1252,4,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1253,3,190.47619047619045,161.04463402938904,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1255,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1256,7,489.7959183673469,280.2409417318257,357.1428571428571,1107.142857142857,750.0
AccountId_1257,1,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_1258,3,309.52380952380946,82.47860988423224,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_1259,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_126,83,114.67297762478486,320.5941608842733,17.857142857142858,2357.142857142857,2339.285714285714
AccountId_1260,84,180.51445578231292,196.95821725608852,17.857142857142858,1250.0,1232.142857142857
AccountId_1261,3,309.52380952380946,82.47860988423224,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_1262,11,326.9480519480519,67.41138620977588,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1263,11,361.68831168831167,10.11299793694863,357.1428571428571,382.1428571428571,25.0
AccountId_1264,9,27.77777777777778,9.411540655263034,17.857142857142858,35.714285714285715,17.857142857142858
AccountId_1265,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1267,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_127,9,361.1111111111111,11.904761904761891,357.1428571428571,392.8571428571428,35.714285714285666
AccountId_1270,51,279.69187675070026,110.61398727861074,35.714285714285715,392.8571428571428,357.14285714285705
AccountId_1272,13,314.83516483516485,82.29600312150636,128.57142857142856,357.1428571428571,228.57142857142856
AccountId_1273,3,369.047619047619,20.619652471058043,357.1428571428571,392.8571428571428,35.714285714285666
AccountId_1274,20,146.24999999999997,180.85559796344526,17.857142857142858,517.8571428571428,499.99999999999994
AccountId_1275,1,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_1276,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1277,8,83.03571428571428,43.979769401601864,21.428571428571427,178.57142857142856,157.14285714285714
AccountId_1278,4,40.17857142857143,22.46974534306771,17.857142857142858,71.42857142857143,53.57142857142857
AccountId_1279,3,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_128,2,44.64285714285714,12.626906806902635,35.714285714285715,53.57142857142857,17.857142857142854
AccountId_1280,5,214.28571428571428,185.57687223952254,71.42857142857143,535.7142857142857,464.2857142857142
AccountId_1281,3,297.6190476190476,103.0982623552903,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1283,3,309.52380952380946,82.47860988423224,214.28571428571428,357.1428571428571,142.85714285714283
AccountId_1284,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1285,13,48.62637362637362,19.53642494237475,35.714285714285715,89.28571428571428,53.57142857142856
AccountId_1287,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1289,2,357.1428571428571,0.0,357.1428571428571,357.1428571428571,0.0
AccountId_1290,1,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_1291,4,14834.821428571428,29633.92857142857,17.857142857142858,59285.71428571428,59267.85714285714
AccountId_1293,6,303.57142857142856,83.75742428256123,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1294,64,646.7633928571428,807.9307852092631,17.857142857142858,3571.428571428571,3553.5714285714284
AccountId_1295,3,71.42857142857143,0.0,71.42857142857143,71.42857142857143,0.0
AccountId_1296,34,120.37815126050418,149.66859238913943,17.857142857142858,428.57142857142856,410.7142857142857
AccountId_1297,3,1964.2857142857144,3278.962394989473,17.857142857142858,5750.0,5732.142857142857
AccountId_1298,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1299,14,162.5076530612245,130.0426012332591,35.714285714285715,392.8571428571428,357.14285714285705
AccountId_13,3,107.14285714285715,0.0,107.14285714285714,107.14285714285714,0.0
AccountId_130,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1301,309,199.375866851595,333.60917299077346,17.857142857142858,1785.7142857142856,1767.8571428571427
AccountId_1302,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1304,1,1785.7142857142856,0.0,1785.7142857142856,1785.7142857142856,0.0
AccountId_1307,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1308,8,1049.7098214285713,1429.6061110713326,40.535714285714285,4285.714285714285,4245.178571428571
AccountId_1309,2,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_131,18,452.38095238095235,788.6927884327396,17.857142857142858,3571.428571428571,3553.5714285714284
AccountId_1310,5,151.78571428571428,123.71791482634835,62.5,357.1428571428571,294.6428571428571
AccountId_1312,1,714.2857142857142,0.0,714.2857142857142,714.2857142857142,0.0
AccountId_1314,24,297.6190476190476,115.56766776479444,17.857142857142858,535.7142857142857,517.8571428571428
AccountId_1316,2,267.85714285714283,126.26906806902633,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1317,7,3846.938775510204,6316.50717379306,250.0,17857.142857142855,17607.142857142855
AccountId_1318,7,387.75510204081627,66.58765969541462,357.1428571428571,535.7142857142857,178.57142857142856
AccountId_1320,10,391.07142857142856,423.1175798694232,35.714285714285715,1071.428571428571,1035.7142857142853
AccountId_1321,10,257.1428571428571,142.65859218043087,35.714285714285715,535.7142857142857,499.99999999999994
AccountId_1323,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
AccountId_1324,1,71.42857142857143,0.0,71.42857142857143,71.42857142857143,0.0
AccountId_1325,12,336.60714285714283,235.36537044917847,17.857142857142858,714.2857142857142,696.4285714285713
AccountId_1327,17,4239.495798319327,5210.133417422335,17.857142857142858,10714.285714285714,10696.42857142857
AccountId_1329,5,92.85714285714286,148.00975560787214,17.857142857142858,357.1428571428571,339.2857142857143
AccountId_133,1,178.57142857142856,0.0,178.57142857142856,178.57142857142856,0.0
AccountId_1331,16,281.25,106.64567182838641,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1332,64,444.4754464285714,1351.3958053236586,17.857142857142858,8928.571428571428,8910.714285714284
AccountId_1333,7,154.59183673469389,111.35975984497631,35.714285714285715,392.8571428571428,357.14285714285705
AccountId_1334,6,273.8095238095238,92.21388919541468,178.57142857142856,357.1428571428571,178.57142857142856
AccountId_1335,1,17857.142857142855,0.0,17857.142857142855,17857.142857142855,0.0
AccountId_1336,83,369.77452667814106,285.44880708045446,17.857142857142858,2387.714285714286,2369.857142857143
AccountId_1338,18,208.33333333333331,156.63592795259402,35.714285714285715,357.1428571428571,321.4285714285714
AccountId_1339,7,63.775510204081634,32.36882025624878,35.714285714285715,107.14285714285714,71.42857142857142
AccountId_134,30,194.01071428571427,295.83993980111455,18.107142857142858,1178.5714285714284,1160.4642857142856
AccountId_1340,1,17.857142857142858,0.0,17.857142857142858,17.857142857142858,0.0
AccountId_1342,1,35.714285714285715,0.0,35.714285714285715,35.714285714285715,0.0
